command,value,config_file,line,section,baseline_action,reason,notes
foliage.CSM.MinRadius.Bias1,200,Config/DefaultScalability.ini,198,ShadowQuality@0,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
foliage.CSM.MinRadius.Bias2,150,Config/DefaultScalability.ini,199,ShadowQuality@0,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
foliage.CSM.MinRadius.Bias3,100,Config/DefaultScalability.ini,200,ShadowQuality@0,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.DistanceFieldAO,1,Config/DefaultScalability.ini,213,ShadowQuality@1,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.AOQuality,1,Config/DefaultScalability.ini,214,ShadowQuality@1,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.VolumetricFog.GridPixelSize,16,Config/DefaultScalability.ini,216,ShadowQuality@1,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.VolumetricFog.GridSizeZ,64,Config/DefaultScalability.ini,217,ShadowQuality@1,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.VolumetricFog.HistoryMissSupersampleCount,4,Config/DefaultScalability.ini,218,ShadowQuality@1,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.IgnoreWPODistanceOnlyVSM,1,Config/DefaultScalability.ini,221,ShadowQuality@1,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.StaticMeshLODBias,1,Config/DefaultScalability.ini,222,ShadowQuality@1,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.RadiusThreshold,0.2,Config/DefaultScalability.ini,226,ShadowQuality@1,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.DynamicRes.MaxPagePoolAllocation,0.8,Config/DefaultScalability.ini,227,ShadowQuality@1,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.DynamicRes.VisibleCountExtraAllocation,0,Config/DefaultScalability.ini,228,ShadowQuality@1,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.SMRT.DirectionalSampleColumn,1,Config/DefaultScalability.ini,235,ShadowQuality@1,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.SMRT.TexelDitherScale,5,Config/DefaultScalability.ini,236,ShadowQuality@1,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.SMRT.DitherByDistance,0,Config/DefaultScalability.ini,237,ShadowQuality@1,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.SMRT.Contrast,16,Config/DefaultScalability.ini,238,ShadowQuality@1,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.Cache.MaxMaterialPositionInvalidationRange,3000,Config/DefaultScalability.ini,239,ShadowQuality@1,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.Cache.MaxInvalidationScreenSize,0.08,Config/DefaultScalability.ini,240,ShadowQuality@1,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.Cache.MaxFrameSeperateInvalidation,-1,Config/DefaultScalability.ini,241,ShadowQuality@1,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.ModifyLODShadow,0,Config/DefaultScalability.ini,243,ShadowQuality@1,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.ContactShadows.StepNum,16,Config/DefaultScalability.ini,245,ShadowQuality@1,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Nanite.CSMLodScaleFixedLevel,2,Config/DefaultScalability.ini,246,ShadowQuality@1,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Nanite.CSMLodScaleFixedRange,2,Config/DefaultScalability.ini,247,ShadowQuality@1,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
foliage.HISMDynamicCascadeShadowThreshold,2,Config/DefaultScalability.ini,248,ShadowQuality@1,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
foliage.CSM.MinRadius.Bias1,200,Config/DefaultScalability.ini,249,ShadowQuality@1,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
foliage.CSM.MinRadius.Bias2,150,Config/DefaultScalability.ini,250,ShadowQuality@1,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
foliage.CSM.MinRadius.Bias3,100,Config/DefaultScalability.ini,251,ShadowQuality@1,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.DistanceFieldAO,1,Config/DefaultScalability.ini,263,ShadowQuality@2,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.AOQuality,1,Config/DefaultScalability.ini,264,ShadowQuality@2,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.IgnoreWPODistanceOnlyVSM,1,Config/DefaultScalability.ini,271,ShadowQuality@2,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.StaticMeshLODBias,1,Config/DefaultScalability.ini,272,ShadowQuality@2,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.RadiusThreshold,0.2,Config/DefaultScalability.ini,276,ShadowQuality@2,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.DynamicRes.MaxPagePoolAllocation,0.85,Config/DefaultScalability.ini,277,ShadowQuality@2,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.DynamicRes.VisibleCountExtraAllocation,0,Config/DefaultScalability.ini,278,ShadowQuality@2,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.SMRT.DirectionalSampleColumn,1,Config/DefaultScalability.ini,285,ShadowQuality@2,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.SMRT.TexelDitherScale,5.5,Config/DefaultScalability.ini,286,ShadowQuality@2,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.SMRT.DitherByDistance,0,Config/DefaultScalability.ini,287,ShadowQuality@2,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.SMRT.Contrast,16,Config/DefaultScalability.ini,288,ShadowQuality@2,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.Cache.MaxMaterialPositionInvalidationRange,5000,Config/DefaultScalability.ini,289,ShadowQuality@2,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.Cache.MaxInvalidationScreenSize,0.08,Config/DefaultScalability.ini,290,ShadowQuality@2,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.Cache.MaxFrameSeperateInvalidation,-1,Config/DefaultScalability.ini,291,ShadowQuality@2,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.ModifyLODShadow,0,Config/DefaultScalability.ini,293,ShadowQuality@2,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.ContactShadows.StepNum,16,Config/DefaultScalability.ini,295,ShadowQuality@2,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Nanite.CSMLodScaleFixedLevel,2,Config/DefaultScalability.ini,296,ShadowQuality@2,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Nanite.CSMLodScaleFixedRange,2,Config/DefaultScalability.ini,297,ShadowQuality@2,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
foliage.HISMDynamicCascadeShadowThreshold,3,Config/DefaultScalability.ini,298,ShadowQuality@2,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
foliage.CSM.MinRadius.Bias1,200,Config/DefaultScalability.ini,299,ShadowQuality@2,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
foliage.CSM.MinRadius.Bias2,100,Config/DefaultScalability.ini,300,ShadowQuality@2,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
foliage.CSM.MinRadius.Bias3,0,Config/DefaultScalability.ini,301,ShadowQuality@2,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.DistanceFieldAO,1,Config/DefaultScalability.ini,313,ShadowQuality@3,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.AOQuality,2,Config/DefaultScalability.ini,314,ShadowQuality@3,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.IgnoreWPODistanceOnlyVSM,0,Config/DefaultScalability.ini,321,ShadowQuality@3,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.StaticMeshLODBias,0,Config/DefaultScalability.ini,322,ShadowQuality@3,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.RadiusThreshold,0.1,Config/DefaultScalability.ini,326,ShadowQuality@3,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.DynamicRes.MaxPagePoolAllocation,0.85,Config/DefaultScalability.ini,327,ShadowQuality@3,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.DynamicRes.VisibleCountExtraAllocation,0,Config/DefaultScalability.ini,328,ShadowQuality@3,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.SMRT.DirectionalSampleColumn,1,Config/DefaultScalability.ini,336,ShadowQuality@3,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.SMRT.TexelDitherScale,5.5,Config/DefaultScalability.ini,337,ShadowQuality@3,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.SMRT.DitherByDistance,0,Config/DefaultScalability.ini,338,ShadowQuality@3,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.SMRT.Contrast,16,Config/DefaultScalability.ini,339,ShadowQuality@3,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.Cache.MaxMaterialPositionInvalidationRange,5000,Config/DefaultScalability.ini,340,ShadowQuality@3,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.Cache.MaxInvalidationScreenSize,0.04,Config/DefaultScalability.ini,341,ShadowQuality@3,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.Cache.MaxFrameSeperateInvalidation,-1,Config/DefaultScalability.ini,342,ShadowQuality@3,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.ModifyLODShadow,0,Config/DefaultScalability.ini,344,ShadowQuality@3,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.ContactShadows.StepNum,24,Config/DefaultScalability.ini,346,ShadowQuality@3,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Nanite.CSMLodScaleFixedLevel,0,Config/DefaultScalability.ini,347,ShadowQuality@3,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Nanite.CSMLodScaleFixedRange,2,Config/DefaultScalability.ini,348,ShadowQuality@3,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
foliage.HISMDynamicCascadeShadowThreshold,4,Config/DefaultScalability.ini,349,ShadowQuality@3,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
foliage.CSM.MinRadius.Bias1,100,Config/DefaultScalability.ini,350,ShadowQuality@3,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
foliage.CSM.MinRadius.Bias2,0,Config/DefaultScalability.ini,351,ShadowQuality@3,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
foliage.CSM.MinRadius.Bias3,0,Config/DefaultScalability.ini,352,ShadowQuality@3,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.DistanceFieldAO,1,Config/DefaultScalability.ini,364,ShadowQuality@Cine,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.AOQuality,2,Config/DefaultScalability.ini,365,ShadowQuality@Cine,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.IgnoreWPODistanceOnlyVSM,0,Config/DefaultScalability.ini,372,ShadowQuality@Cine,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.StaticMeshLODBias,0,Config/DefaultScalability.ini,373,ShadowQuality@Cine,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.RadiusThreshold,0.1,Config/DefaultScalability.ini,377,ShadowQuality@Cine,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.DynamicRes.MaxPagePoolAllocation,0.85,Config/DefaultScalability.ini,378,ShadowQuality@Cine,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.DynamicRes.VisibleCountExtraAllocation,0,Config/DefaultScalability.ini,379,ShadowQuality@Cine,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.SMRT.DirectionalSampleColumn,1,Config/DefaultScalability.ini,387,ShadowQuality@Cine,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.SMRT.TexelDitherScale,15.5,Config/DefaultScalability.ini,388,ShadowQuality@Cine,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.SMRT.DitherByDistance,1,Config/DefaultScalability.ini,389,ShadowQuality@Cine,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.SMRT.Contrast,16,Config/DefaultScalability.ini,390,ShadowQuality@Cine,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.Cache.MaxMaterialPositionInvalidationRange,5000,Config/DefaultScalability.ini,391,ShadowQuality@Cine,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.Cache.MaxInvalidationScreenSize,0.04,Config/DefaultScalability.ini,392,ShadowQuality@Cine,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.Cache.MaxFrameSeperateInvalidation,-1,Config/DefaultScalability.ini,393,ShadowQuality@Cine,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.ModifyLODShadow,0,Config/DefaultScalability.ini,395,ShadowQuality@Cine,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.ContactShadows.StepNum,32,Config/DefaultScalability.ini,397,ShadowQuality@Cine,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Nanite.CSMLodScaleFixedLevel,0,Config/DefaultScalability.ini,398,ShadowQuality@Cine,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Nanite.CSMLodScaleFixedRange,2,Config/DefaultScalability.ini,399,ShadowQuality@Cine,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
foliage.HISMDynamicCascadeShadowThreshold,4,Config/DefaultScalability.ini,400,ShadowQuality@Cine,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
foliage.CSM.MinRadius.Bias1,50,Config/DefaultScalability.ini,401,ShadowQuality@Cine,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
foliage.CSM.MinRadius.Bias2,0,Config/DefaultScalability.ini,402,ShadowQuality@Cine,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
foliage.CSM.MinRadius.Bias3,0,Config/DefaultScalability.ini,403,ShadowQuality@Cine,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.SkylightIntensityMultiplier.OverrideValue,-1,Config/DefaultScalability.ini,408,GlobalIlluminationQuality@0,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.LumenScene.DirectLighting.UpdateFactor,64,Config/DefaultScalability.ini,409,GlobalIlluminationQuality@0,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.LumenScene.Radiosity,0,Config/DefaultScalability.ini,411,GlobalIlluminationQuality@0,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.LumenScene.Radiosity.ProbeSpacing,8,Config/DefaultScalability.ini,412,GlobalIlluminationQuality@0,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.LumenScene.Radiosity.HemisphereProbeResolution,1,Config/DefaultScalability.ini,413,GlobalIlluminationQuality@0,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.RadianceCache.Update.FrameInterval,3,Config/DefaultScalability.ini,414,GlobalIlluminationQuality@0,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.TraceMeshSDFs.Allow,0,Config/DefaultScalability.ini,415,GlobalIlluminationQuality@0,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.ScreenProbeGather.SpatialFilterNumPasses,1,Config/DefaultScalability.ini,416,GlobalIlluminationQuality@0,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.ScreenProbeGather.IntegrationTileClassification,0,Config/DefaultScalability.ini,417,GlobalIlluminationQuality@0,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.ScreenProbeGather.RadianceCache.ProbeResolution,16,Config/DefaultScalability.ini,418,GlobalIlluminationQuality@0,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.ScreenProbeGather.ScreenSpaceBentNormal,0,Config/DefaultScalability.ini,420,GlobalIlluminationQuality@0,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.ScreenProbeGather.DownsampleFactor,64,Config/DefaultScalability.ini,421,GlobalIlluminationQuality@0,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.ScreenProbeGather.TracingOctahedronResolution,8,Config/DefaultScalability.ini,422,GlobalIlluminationQuality@0,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.ScreenProbeGather.StochasticInterpolation,1,Config/DefaultScalability.ini,423,GlobalIlluminationQuality@0,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.ScreenProbeGather.FullResolutionJitterWidth,1,Config/DefaultScalability.ini,424,GlobalIlluminationQuality@0,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.ScreenProbeGather.TwoSidedFoliageBackfaceDiffuse,0,Config/DefaultScalability.ini,425,GlobalIlluminationQuality@0,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.LumenScene.SurfaceCache.CardCapturesPerFrame,30,Config/DefaultScalability.ini,430,GlobalIlluminationQuality@0,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.LumenScene.SurfaceCache.CardCameraDistanceTexelDensityScale,50,Config/DefaultScalability.ini,431,GlobalIlluminationQuality@0,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.LumenScene.SurfaceCache.CardMaxResolution,32,Config/DefaultScalability.ini,433,GlobalIlluminationQuality@0,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.gs.LumenDisableStaticMeshAffectIndirectLighting,1,Config/DefaultScalability.ini,434,GlobalIlluminationQuality@0,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.LumenScene.DirectLighting.CloudTransmittance,0,Config/DefaultScalability.ini,435,GlobalIlluminationQuality@0,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.LumenScene.DirectLighting.OffscreenShadowing,2,Config/DefaultScalability.ini,437,GlobalIlluminationQuality@0,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.ScreenProbeGather.ScreenTraces.HZBTraversal,0,Config/DefaultScalability.ini,440,GlobalIlluminationQuality@0,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.ScreenProbeGather.AdaptiveProbeAllocationFraction,0.1,Config/DefaultScalability.ini,441,GlobalIlluminationQuality@0,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.AOGlobalDistanceFieldRepresentHeightfields.MaxClipMap,2,Config/DefaultScalability.ini,442,GlobalIlluminationQuality@0,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.AOGlobalDistanceField.MinMeshSDFRadiusInVoxels,5,Config/DefaultScalability.ini,443,GlobalIlluminationQuality@0,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Skylight.LowerHemisphereColor.OverrideValue,0.5,Config/DefaultScalability.ini,444,GlobalIlluminationQuality@0,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.SkylightIntensityMultiplier.OverrideValue,1.1,Config/DefaultScalability.ini,448,GlobalIlluminationQuality@1,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.LumenScene.Radiosity,1,Config/DefaultScalability.ini,451,GlobalIlluminationQuality@1,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.RadianceCache.Update.FrameInterval,3,Config/DefaultScalability.ini,454,GlobalIlluminationQuality@1,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.ScreenProbeGather.SpatialFilterNumPasses,1,Config/DefaultScalability.ini,456,GlobalIlluminationQuality@1,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.ScreenProbeGather.IntegrationTileClassification,0,Config/DefaultScalability.ini,457,GlobalIlluminationQuality@1,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.ScreenProbeGather.RadianceCache.ProbeResolution,16,Config/DefaultScalability.ini,458,GlobalIlluminationQuality@1,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.ScreenProbeGather.ScreenSpaceBentNormal,0,Config/DefaultScalability.ini,460,GlobalIlluminationQuality@1,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.ScreenProbeGather.DownsampleFactor,64,Config/DefaultScalability.ini,461,GlobalIlluminationQuality@1,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.ScreenProbeGather.TracingOctahedronResolution,8,Config/DefaultScalability.ini,462,GlobalIlluminationQuality@1,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.ScreenProbeGather.StochasticInterpolation,1,Config/DefaultScalability.ini,463,GlobalIlluminationQuality@1,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.ScreenProbeGather.FullResolutionJitterWidth,1,Config/DefaultScalability.ini,464,GlobalIlluminationQuality@1,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.ScreenProbeGather.TwoSidedFoliageBackfaceDiffuse,0,Config/DefaultScalability.ini,465,GlobalIlluminationQuality@1,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.LumenScene.SurfaceCache.CardCapturesPerFrame,30,Config/DefaultScalability.ini,470,GlobalIlluminationQuality@1,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.LumenScene.SurfaceCache.CardCameraDistanceTexelDensityScale,50,Config/DefaultScalability.ini,471,GlobalIlluminationQuality@1,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.gs.LumenDisableStaticMeshAffectIndirectLighting,1,Config/DefaultScalability.ini,474,GlobalIlluminationQuality@1,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.LumenScene.DirectLighting.CloudTransmittance,0,Config/DefaultScalability.ini,475,GlobalIlluminationQuality@1,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.LumenScene.DirectLighting.OffscreenShadowing,2,Config/DefaultScalability.ini,477,GlobalIlluminationQuality@1,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.ScreenProbeGather.ScreenTraces.HZBTraversal,0,Config/DefaultScalability.ini,480,GlobalIlluminationQuality@1,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.ScreenProbeGather.AdaptiveProbeAllocationFraction,0.2,Config/DefaultScalability.ini,481,GlobalIlluminationQuality@1,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.AOGlobalDistanceFieldRepresentHeightfields.MaxClipMap,2,Config/DefaultScalability.ini,482,GlobalIlluminationQuality@1,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.AOGlobalDistanceField.MinMeshSDFRadiusInVoxels,3,Config/DefaultScalability.ini,483,GlobalIlluminationQuality@1,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
r.Skylight.LowerHemisphereColor.OverrideValue,-1,Config/DefaultScalability.ini,484,GlobalIlluminationQuality@1,temporarily_reset_for_baseline,unknown_default,Disable or omit during baseline run; restore after experiment if needed.
