command,kind,type,default,prefix,module,platform_text,runtime_editable,startup_only,in_default_engine,in_scalability,scalability_group,scalability_sections,usage,help,flags
r.Shadow.PreShadowResolutionFactor,CVar,float,0.5f,r,阴影,All,true,false,false,true,true,ShadowQuality@0;ShadowQuality@1;ShadowQuality@2;ShadowQuality@3;ShadowQuality@Cine,`r.Shadow.PreShadowResolutionFactor=<值>` / `r.Shadow.PreShadowResolutionFactor <值>` 或 INI 中配置,Mulitplier for preshadow resolution,ECVF_Scalability | ECVF_RenderThreadSafe
r.Shadow.RadiusThreshold,CVar,string,,r,阴影,All,true,false,false,true,true,ShadowQuality@0;ShadowQuality@1;ShadowQuality@2;ShadowQuality@3;ShadowQuality@Cine,`r.Shadow.RadiusThreshold=<值>` / `r.Shadow.RadiusThreshold <值>` 或 INI 中配置,"Cull shadow casters if they are too small, value is the minimal screen space bounding sphere radius",ECVF_Scalability | ECVF_RenderThreadSafe
r.Shadow.Virtual.MarkCoarsePagesLocal,CVar,int32,2,r,光线追踪,All,true,false,false,true,true,ShadowQuality@0;ShadowQuality@1;ShadowQuality@2;ShadowQuality@3;ShadowQuality@Cine,`r.Shadow.Virtual.MarkCoarsePagesLocal=<值>` / `r.Shadow.Virtual.MarkCoarsePagesLocal <值>` 或 INI 中配置,Marks coarse pages in local light virtual shadow maps so that low resolution data is available everywhere.\n,ECVF_Scalability | ECVF_RenderThreadSafe
r.Shadow.Virtual.MaxPhysicalPages,CVar,int32,2048,r,光线追踪,All,true,false,false,true,true,ShadowQuality@0;ShadowQuality@1;ShadowQuality@2;ShadowQuality@3;ShadowQuality@Cine,`r.Shadow.Virtual.MaxPhysicalPages=<值>` / `r.Shadow.Virtual.MaxPhysicalPages <值>` 或 INI 中配置,Maximum number of physical pages in the pool.\n,ECVF_Scalability | ECVF_RenderThreadSafe
r.Shadow.Virtual.ResolutionLodBiasLocal,CVar,float,0.0f,r,光线追踪,All,true,false,false,true,true,ShadowQuality@0;ShadowQuality@1;ShadowQuality@2;ShadowQuality@3;ShadowQuality@Cine,`r.Shadow.Virtual.ResolutionLodBiasLocal=<值>` / `r.Shadow.Virtual.ResolutionLodBiasLocal <值>` 或 INI 中配置,"Bias applied to LOD calculations for local lights. -1.0 doubles resolution, 1.0 halves it and so on.",ECVF_Scalability | ECVF_RenderThreadSafe
r.Shadow.Virtual.ResolutionLodBiasLocalMoving,CVar,float,1.0f,r,光线追踪,All,true,false,false,true,true,ShadowQuality@0;ShadowQuality@1;ShadowQuality@2;ShadowQuality@3;ShadowQuality@Cine,`r.Shadow.Virtual.ResolutionLodBiasLocalMoving=<值>` / `r.Shadow.Virtual.ResolutionLodBiasLocalMoving <值>` 或 INI 中配置,"Bias applied to LOD calculations for local lights that are moving. -1.0 doubles resolution, 1.0 halves it and so on.\n",ECVF_Scalability | ECVF_RenderThreadSafe
r.Shadow.Virtual.SMRT.RayCountDirectional,CVar,int32,7,r,光线追踪,All,true,false,false,true,true,ShadowQuality@0;ShadowQuality@1;ShadowQuality@2;ShadowQuality@3;ShadowQuality@Cine,`r.Shadow.Virtual.SMRT.RayCountDirectional=<值>` / `r.Shadow.Virtual.SMRT.RayCountDirectional <值>` 或 INI 中配置,Ray count for shadow map tracing of directional lights. 0 = disabled.,ECVF_Scalability | ECVF_RenderThreadSafe
r.Shadow.Virtual.SMRT.RayCountLocal,CVar,int32,7,r,光线追踪,All,true,false,false,true,true,ShadowQuality@0;ShadowQuality@1;ShadowQuality@2;ShadowQuality@3;ShadowQuality@Cine,`r.Shadow.Virtual.SMRT.RayCountLocal=<值>` / `r.Shadow.Virtual.SMRT.RayCountLocal <值>` 或 INI 中配置,Ray count for shadow map tracing of local lights. 0 = disabled.,ECVF_Scalability | ECVF_RenderThreadSafe
r.Shadow.Virtual.SMRT.SamplesPerRayDirectional,CVar,int32,8,r,光线追踪,All,true,false,false,true,true,ShadowQuality@0;ShadowQuality@1;ShadowQuality@2;ShadowQuality@3;ShadowQuality@Cine,`r.Shadow.Virtual.SMRT.SamplesPerRayDirectional=<值>` / `r.Shadow.Virtual.SMRT.SamplesPerRayDirectional <值>` 或 INI 中配置,Shadow map samples per ray for directional lights,ECVF_Scalability | ECVF_RenderThreadSafe
r.Shadow.Virtual.SMRT.SamplesPerRayLocal,CVar,int32,8,r,光线追踪,All,true,false,false,true,true,ShadowQuality@0;ShadowQuality@1;ShadowQuality@2;ShadowQuality@3;ShadowQuality@Cine,`r.Shadow.Virtual.SMRT.SamplesPerRayLocal=<值>` / `r.Shadow.Virtual.SMRT.SamplesPerRayLocal <值>` 或 INI 中配置,Shadow map samples per ray for local lights,ECVF_Scalability | ECVF_RenderThreadSafe
r.ShadowQuality,CVar,int32,5,r,阴影,All,true,false,false,true,true,ShadowQuality@0;ShadowQuality@1;ShadowQuality@2;ShadowQuality@3;ShadowQuality@Cine,`r.ShadowQuality=<值>` / `r.ShadowQuality <值>` 或 INI 中配置,,ECVF_Scalability | ECVF_RenderThreadSafe
r.SkeletalMeshLODBias,CVar,string,,r,渲染管线,All,true,false,false,true,true,ViewDistanceQuality@0;ViewDistanceQuality@1;ViewDistanceQuality@2;ViewDistanceQuality@3;ViewDistanceQuality@Cine,`r.SkeletalMeshLODBias=<值>` / `r.SkeletalMeshLODBias <值>` 或 INI 中配置,LOD bias for skeletal meshes (does not affect animation editor viewports).,ECVF_Scalability
r.SkyAtmosphere.AerialPerspectiveLUT.DepthResolution,CVar,float,16.0f,r,通用,All,true,false,false,true,true,EffectsQuality@0;EffectsQuality@1;EffectsQuality@2;EffectsQuality@3;EffectsQuality@Cine,`r.SkyAtmosphere.AerialPerspectiveLUT.DepthResolution=<值>` / `r.SkyAtmosphere.AerialPerspectiveLUT.DepthResolution <值>` 或 INI 中配置,The number of depth slice to use for the aerial perspective volume texture.,ECVF_RenderThreadSafe | ECVF_Scalability
r.SkyAtmosphere.AerialPerspectiveLUT.FastApplyOnOpaque,CVar,int32,1,r,通用,All,true,false,false,true,true,EffectsQuality@0;EffectsQuality@1;EffectsQuality@2;EffectsQuality@3;EffectsQuality@Cine,`r.SkyAtmosphere.AerialPerspectiveLUT.FastApplyOnOpaque=<值>` / `r.SkyAtmosphere.AerialPerspectiveLUT.FastApplyOnOpaque <值>` 或 INI 中配置,"When enabled, the low resolution camera frustum/froxel volume containing atmospheric fog\n",ECVF_RenderThreadSafe | ECVF_Scalability
r.SkyAtmosphere.AerialPerspectiveLUT.SampleCountMaxPerSlice,CVar,float,2.0f,r,通用,All,true,false,false,true,true,EffectsQuality@0;EffectsQuality@1;EffectsQuality@2;EffectsQuality@3;EffectsQuality@Cine,`r.SkyAtmosphere.AerialPerspectiveLUT.SampleCountMaxPerSlice=<值>` / `r.SkyAtmosphere.AerialPerspectiveLUT.SampleCountMaxPerSlice <值>` 或 INI 中配置,The sample count used per slice to evaluate aerial perspective. The effective sample count is usually lower and depends on SampleCountScale on the component as well as .ini files.\n,ECVF_RenderThreadSafe | ECVF_Scalability
r.SkyAtmosphere.FastSkyLUT,CVar,int32,1,r,通用,All,true,false,false,true,true,EffectsQuality@0;EffectsQuality@1;EffectsQuality@2;EffectsQuality@3;EffectsQuality@Cine,`r.SkyAtmosphere.FastSkyLUT=<值>` / `r.SkyAtmosphere.FastSkyLUT <值>` 或 INI 中配置,"When enabled, a look up texture is used to render the sky.\n",ECVF_RenderThreadSafe | ECVF_Scalability
r.SkyAtmosphere.FastSkyLUT.Height,CVar,float,104,r,通用,All,true,false,false,true,true,EffectsQuality@0;EffectsQuality@1;EffectsQuality@2;EffectsQuality@3,`r.SkyAtmosphere.FastSkyLUT.Height=<值>` / `r.SkyAtmosphere.FastSkyLUT.Height <值>` 或 INI 中配置,,ECVF_RenderThreadSafe | ECVF_Scalability
r.SkyAtmosphere.FastSkyLUT.SampleCountMax,CVar,float,32.0f,r,通用,All,true,false,false,true,true,EffectsQuality@0;EffectsQuality@1;EffectsQuality@2;EffectsQuality@3;EffectsQuality@Cine,`r.SkyAtmosphere.FastSkyLUT.SampleCountMax=<值>` / `r.SkyAtmosphere.FastSkyLUT.SampleCountMax <值>` 或 INI 中配置,Fast sky maximum sample count used to compute sky/atmosphere scattering and transmittance.\n,ECVF_RenderThreadSafe | ECVF_Scalability
r.SkyAtmosphere.FastSkyLUT.SampleCountMin,CVar,float,4.0f,r,通用,All,true,false,false,true,true,EffectsQuality@0;EffectsQuality@1;EffectsQuality@2;EffectsQuality@3;EffectsQuality@Cine,`r.SkyAtmosphere.FastSkyLUT.SampleCountMin=<值>` / `r.SkyAtmosphere.FastSkyLUT.SampleCountMin <值>` 或 INI 中配置,Fast sky minimum sample count used to compute sky/atmosphere scattering and transmittance.\n,ECVF_RenderThreadSafe | ECVF_Scalability
r.SkyAtmosphere.FastSkyLUT.Width,CVar,float,192,r,通用,All,true,false,false,true,true,EffectsQuality@0;EffectsQuality@1;EffectsQuality@2;EffectsQuality@3,`r.SkyAtmosphere.FastSkyLUT.Width=<值>` / `r.SkyAtmosphere.FastSkyLUT.Width <值>` 或 INI 中配置,,ECVF_RenderThreadSafe | ECVF_Scalability
r.SkyAtmosphere.MultiScatteringLUT.SampleCount,CVar,float,15.0f,r,RHI/底层渲染接口,All,true,false,false,true,true,EffectsQuality@0;EffectsQuality@1;EffectsQuality@2;EffectsQuality@3;EffectsQuality@Cine,`r.SkyAtmosphere.MultiScatteringLUT.SampleCount=<值>` / `r.SkyAtmosphere.MultiScatteringLUT.SampleCount <值>` 或 INI 中配置,The sample count used to evaluate multi-scattering.\n,ECVF_RenderThreadSafe | ECVF_Scalability
r.SkyAtmosphere.SampleCountMax,CVar,float,32.0f,r,通用,All,true,false,false,true,true,EffectsQuality@0;EffectsQuality@1;EffectsQuality@2;EffectsQuality@3;EffectsQuality@Cine,`r.SkyAtmosphere.SampleCountMax=<值>` / `r.SkyAtmosphere.SampleCountMax <值>` 或 INI 中配置,"The maximum sample count used to compute sky/atmosphere scattering and transmittance The effective sample count is usually lower and depends on distance and SampleCountScale on the component, as well as .ini files.\n",ECVF_RenderThreadSafe | ECVF_Scalability
r.SkyAtmosphere.SampleCountMin,CVar,float,2.0f,r,通用,All,true,false,false,true,true,EffectsQuality@0;EffectsQuality@1;EffectsQuality@2;EffectsQuality@3;EffectsQuality@Cine,`r.SkyAtmosphere.SampleCountMin=<值>` / `r.SkyAtmosphere.SampleCountMin <值>` 或 INI 中配置,The minimum sample count used to compute sky/atmosphere scattering and transmittance.\n,ECVF_RenderThreadSafe | ECVF_Scalability
r.SkyAtmosphere.TransmittanceLUT.SampleCount,CVar,float,10.0f,r,通用,All,true,false,false,true,true,EffectsQuality@0;EffectsQuality@1;EffectsQuality@2;EffectsQuality@3;EffectsQuality@Cine,`r.SkyAtmosphere.TransmittanceLUT.SampleCount=<值>` / `r.SkyAtmosphere.TransmittanceLUT.SampleCount <值>` 或 INI 中配置,The sample count used to evaluate transmittance.,ECVF_RenderThreadSafe | ECVF_Scalability
r.SkyAtmosphere.TransmittanceLUT.UseSmallFormat,CVar,int32,0,r,通用,All,true,false,false,true,true,EffectsQuality@0;EffectsQuality@1;EffectsQuality@2;EffectsQuality@3;EffectsQuality@Cine,`r.SkyAtmosphere.TransmittanceLUT.UseSmallFormat=<值>` / `r.SkyAtmosphere.TransmittanceLUT.UseSmallFormat <值>` 或 INI 中配置,"If true, the transmittance LUT will use a small R8BG8B8A8 format to store data at lower quality.",ECVF_RenderThreadSafe | ECVF_Scalability
r.SkylightIntensityMultiplier,CVar,string,,r,通用,All,true,false,false,true,true,GlobalIlluminationQuality@0;GlobalIlluminationQuality@1;GlobalIlluminationQuality@2;GlobalIlluminationQuality@3;GlobalIlluminationQuality@Cine,`r.SkylightIntensityMultiplier=<值>` / `r.SkylightIntensityMultiplier <值>` 或 INI 中配置,"Intensity scale on Stationary and Movable skylights.  This is useful to control overall lighting contrast in dynamically lit games with scalability levels which disable Ambient Occlusion.  For example, if medium quality disables SSAO and DFAO, reduce skylight intensity.",ECVF_Scalability | ECVF_RenderThreadSafe
r.SSGI.Quality,CVar,int32,4,r,GI,All,true,false,false,true,true,EffectsQuality@0;EffectsQuality@1;EffectsQuality@2;EffectsQuality@3;EffectsQuality@Cine,`r.SSGI.Quality=<值>` / `r.SSGI.Quality <值>` 或 INI 中配置,"[DEPRECATED] Quality setting to control number of ray shot with SSGI, between 1 and 4 (defaults to 4).\n",ECVF_Scalability | ECVF_RenderThreadSafe
r.SSR.HalfResSceneColor,CVar,string,,r,后处理,All,true,false,false,true,true,ReflectionQuality@0;ReflectionQuality@1;ReflectionQuality@2;ReflectionQuality@3;ReflectionQuality@Cine,`r.SSR.HalfResSceneColor=<值>` / `r.SSR.HalfResSceneColor <值>` 或 INI 中配置,Use half res scene color as input for SSR. Improves performance without much of a visual quality loss.,ECVF_Scalability | ECVF_RenderThreadSafe
r.SSR.Quality,CVar,int32,3,r,后处理,All,true,false,false,true,true,ReflectionQuality@0;ReflectionQuality@1;ReflectionQuality@2;ReflectionQuality@3;ReflectionQuality@Cine,`r.SSR.Quality=<值>` / `r.SSR.Quality <值>` 或 INI 中配置,Whether to use screen space reflections and at what quality setting.\n,ECVF_Scalability | ECVF_RenderThreadSafe
r.SSS.HalfRes,CVar,int32,1,r,后处理,All,true,false,false,true,true,EffectsQuality@0;EffectsQuality@1;EffectsQuality@2;EffectsQuality@3;EffectsQuality@Cine,`r.SSS.HalfRes=<值>` / `r.SSS.HalfRes <值>` 或 INI 中配置,"0: full quality (Combined Burley and Separable pass. Separable is not optimized, as reference)\n",ECVF_RenderThreadSafe | ECVF_Scalability
r.SSS.Quality,CVar,int32,0,r,后处理,All,true,false,false,true,true,EffectsQuality@0;EffectsQuality@1;EffectsQuality@2;EffectsQuality@3;EffectsQuality@Cine,`r.SSS.Quality=<值>` / `r.SSS.Quality <值>` 或 INI 中配置,Defines the quality of the recombine pass when using the SubsurfaceScatteringProfile shading model\n,ECVF_RenderThreadSafe | ECVF_Scalability
r.SSS.SampleSet,CVar,int32,2,r,后处理,All,true,false,false,true,true,EffectsQuality@0;EffectsQuality@1;EffectsQuality@2;EffectsQuality@3;EffectsQuality@Cine,`r.SSS.SampleSet=<值>` / `r.SSS.SampleSet <值>` 或 INI 中配置,Defines how many samples we use for Separable Screenspace Subsurface Scattering feature.\n,ECVF_RenderThreadSafe | ECVF_Scalability
r.SSS.Scale,CVar,float,1.0f,r,后处理,All,true,false,false,true,true,EffectsQuality@0;EffectsQuality@1;EffectsQuality@2;EffectsQuality@3;EffectsQuality@Cine,`r.SSS.Scale=<值>` / `r.SSS.Scale <值>` 或 INI 中配置,Affects the Screen space Separable subsurface scattering pass,ECVF_Scalability | ECVF_RenderThreadSafe
r.Streaming.AmortizeCPUToGPUCopy,CVar,int32,0,r,光线追踪,All,true,false,false,true,true,TextureQuality@0;TextureQuality@1;TextureQuality@2;TextureQuality@3;TextureQuality@Cine,`r.Streaming.AmortizeCPUToGPUCopy=<值>` / `r.Streaming.AmortizeCPUToGPUCopy <值>` 或 INI 中配置,"If set and r.Streaming.MaxNumTexturesToStreamPerFrame > 0, limit the number of 2D textures",ECVF_Scalability | ECVF_ExcludeFromPreview
r.Streaming.Boost,CVar,float,1.0f,r,通用,All,true,false,false,true,true,TextureQuality@0;TextureQuality@1;TextureQuality@2;TextureQuality@3;TextureQuality@Cine,`r.Streaming.Boost=<值>` / `r.Streaming.Boost <值>` 或 INI 中配置,=1.0: normal\n,ECVF_Scalability | ECVF_ExcludeFromPreview
r.Streaming.LimitPoolSizeToVRAM,CVar,int32,0,r,VR/XR,All,true,false,false,true,true,TextureQuality@0;TextureQuality@1;TextureQuality@2;TextureQuality@3;TextureQuality@Cine,`r.Streaming.LimitPoolSizeToVRAM=<值>` / `r.Streaming.LimitPoolSizeToVRAM <值>` 或 INI 中配置,"If non-zero, texture pool size with be limited to how much GPU mem is available.",ECVF_Scalability
r.Streaming.MaxEffectiveScreenSize,CVar,float,0,r,通用,All,true,false,false,true,true,TextureQuality@0;TextureQuality@1;TextureQuality@2;TextureQuality@3;TextureQuality@Cine,`r.Streaming.MaxEffectiveScreenSize=<值>` / `r.Streaming.MaxEffectiveScreenSize <值>` 或 INI 中配置,0: Use current actual vertical screen size\n,ECVF_Scalability
r.Streaming.MaxNumTexturesToStreamPerFrame,CVar,int32,0,r,材质,All,true,false,false,true,true,TextureQuality@0;TextureQuality@1;TextureQuality@2;TextureQuality@3;TextureQuality@Cine,`r.Streaming.MaxNumTexturesToStreamPerFrame=<值>` / `r.Streaming.MaxNumTexturesToStreamPerFrame <值>` 或 INI 中配置,Maximum number of 2D textures allowed to stream from CPU memory to GPU memory each frame.,ECVF_Scalability | ECVF_ExcludeFromPreview
r.Streaming.MipBias,CVar,float,0.0f,r,材质,All,true,false,false,true,true,TextureQuality@0;TextureQuality@1;TextureQuality@2;TextureQuality@3;TextureQuality@Cine,`r.Streaming.MipBias=<值>` / `r.Streaming.MipBias <值>` 或 INI 中配置,0..x reduce texture quality for streaming by a floating point number.\n,ECVF_Scalability
r.Streaming.PoolSize,CVar,int32,-1,r,通用,All,true,false,false,true,true,TextureQuality@0;TextureQuality@1;TextureQuality@2;TextureQuality@3;TextureQuality@Cine,`r.Streaming.PoolSize=<值>` / `r.Streaming.PoolSize <值>` 或 INI 中配置,"-1: Default texture pool size, otherwise the size in MB",ECVF_Scalability | ECVF_ExcludeFromPreview
r.TemporalAA.Quality,CVar,int32,2,r,后处理,All,true,false,false,true,true,AntiAliasingQuality@0;AntiAliasingQuality@1;AntiAliasingQuality@2;AntiAliasingQuality@3;AntiAliasingQuality@Cine,`r.TemporalAA.Quality=<值>` / `r.TemporalAA.Quality <值>` 或 INI 中配置,Quality of the main Temporal AA pass.\n,ECVF_Scalability | ECVF_RenderThreadSafe
r.Tonemapper.Quality,CVar,int32,5,r,后处理,All,true,false,false,true,true,PostProcessQuality@0;PostProcessQuality@1;PostProcessQuality@2;PostProcessQuality@3;PostProcessQuality@Cine,`r.Tonemapper.Quality=<值>` / `r.Tonemapper.Quality <值>` 或 INI 中配置,Defines the Tonemapper Quality in the range 0..5\n,ECVF_Scalability | ECVF_RenderThreadSafe
r.Translucency.HeterogeneousVolumes.Type,CVar,int32,1,r,通用,All,true,false,false,true,true,EffectsQuality@Cine,`r.Translucency.HeterogeneousVolumes.Type=<值>` / `r.Translucency.HeterogeneousVolumes.Type <值>` 或 INI 中配置,Determines the type of shadow map used for compositing with translucency\n,ECVF_Scalability | ECVF_RenderThreadSafe
r.TranslucencyLightingVolume.Blur,CVar,string,,r,后处理,All,true,false,false,true,true,EffectsQuality@0;EffectsQuality@1;EffectsQuality@2;EffectsQuality@3;EffectsQuality@Cine,`r.TranslucencyLightingVolume.Blur=<值>` / `r.TranslucencyLightingVolume.Blur <值>` 或 INI 中配置,Whether to blur the translucency lighting volumes.\n,ECVF_Scalability | ECVF_RenderThreadSafe
r.TranslucencyLightingVolume.Dim,CVar,string,,r,通用,All,true,false,false,true,true,EffectsQuality@0;EffectsQuality@1;EffectsQuality@2;EffectsQuality@3;EffectsQuality@Cine,`r.TranslucencyLightingVolume.Dim=<值>` / `r.TranslucencyLightingVolume.Dim <值>` 或 INI 中配置,Dimensions of the volume textures used for translucency lighting.  Larger textures result in higher resolution but lower performance.,ECVF_Scalability | ECVF_RenderThreadSafe
r.TSR.History.R11G11B10,CVar,int32,1,r,后处理,All,true,false,false,true,true,AntiAliasingQuality@0;AntiAliasingQuality@1;AntiAliasingQuality@2;AntiAliasingQuality@3;AntiAliasingQuality@Cine,`r.TSR.History.R11G11B10=<值>` / `r.TSR.History.R11G11B10 <值>` 或 INI 中配置,Select the bitdepth of the history. r.TSR.History.R11G11B10=1 Saves memory bandwidth that is of particular interest of the TSR's,ECVF_Scalability | ECVF_RenderThreadSafe
r.TSR.History.ScreenPercentage,CVar,float,100.0f,r,后处理,All,true,false,false,true,true,AntiAliasingQuality@0;AntiAliasingQuality@1;AntiAliasingQuality@2;AntiAliasingQuality@3;AntiAliasingQuality@Cine,`r.TSR.History.ScreenPercentage=<值>` / `r.TSR.History.ScreenPercentage <值>` 或 INI 中配置,Resolution multiplier of the history of TSR based of output resolution. While increasing the resolution adds runtime cost,ECVF_Scalability | ECVF_RenderThreadSafe
r.TSR.History.UpdateQuality,CVar,int32,3,r,后处理,All,true,false,false,true,true,AntiAliasingQuality@0;AntiAliasingQuality@1;AntiAliasingQuality@2;AntiAliasingQuality@3;AntiAliasingQuality@Cine,`r.TSR.History.UpdateQuality=<值>` / `r.TSR.History.UpdateQuality <值>` 或 INI 中配置,Selects shader permutation of the quality of the update of the history in the TSR HistoryUpdate pass currently driven by the sg.AntiAliasingQuality scalability group.,ECVF_Scalability | ECVF_RenderThreadSafe
r.TSR.RejectionAntiAliasingQuality,CVar,int32,3,r,后处理,All,true,false,false,true,true,AntiAliasingQuality@0;AntiAliasingQuality@1;AntiAliasingQuality@2;AntiAliasingQuality@3;AntiAliasingQuality@Cine,`r.TSR.RejectionAntiAliasingQuality=<值>` / `r.TSR.RejectionAntiAliasingQuality <值>` 或 INI 中配置,Controls the quality of TSR's built-in spatial anti-aliasing technology when the history needs to be rejected.,ECVF_Scalability | ECVF_RenderThreadSafe
r.TSR.ReprojectionField,CVar,int32,0,r,后处理,All,true,false,false,true,true,AntiAliasingQuality@0;AntiAliasingQuality@1;AntiAliasingQuality@2;AntiAliasingQuality@3;AntiAliasingQuality@Cine,`r.TSR.ReprojectionField=<值>` / `r.TSR.ReprojectionField <值>` 或 INI 中配置,"Enables TSR's reprojection field for higher reprojection vector upscale and dilate quality (Enabled by default on high, epic and cinematic anti-aliasing quality).\n",ECVF_Scalability | ECVF_RenderThreadSafe
r.TSR.Resurrection,CVar,int32,0,r,后处理,All,true,false,false,true,true,AntiAliasingQuality@0;AntiAliasingQuality@1;AntiAliasingQuality@2;AntiAliasingQuality@3;AntiAliasingQuality@Cine,`r.TSR.Resurrection=<值>` / `r.TSR.Resurrection <值>` 或 INI 中配置,Allows TSR to resurrect previously discarded details from many frames ago.\n,ECVF_Scalability | ECVF_RenderThreadSafe
r.TSR.ShadingRejection.Flickering,CVar,int32,1,r,后处理,All,true,false,false,true,true,AntiAliasingQuality@0;AntiAliasingQuality@1;AntiAliasingQuality@2;AntiAliasingQuality@3;AntiAliasingQuality@Cine,`r.TSR.ShadingRejection.Flickering=<值>` / `r.TSR.ShadingRejection.Flickering <值>` 或 INI 中配置,"Instability in TSR output 99% of the time coming from instability of the shading rejection, for different reasons:\n",ECVF_Scalability | ECVF_RenderThreadSafe
r.Upscale.Quality,CVar,int32,3,r,通用,All,true,false,false,true,true,PostProcessQuality@0;PostProcessQuality@1;PostProcessQuality@2;PostProcessQuality@3;PostProcessQuality@Cine,`r.Upscale.Quality=<值>` / `r.Upscale.Quality <值>` 或 INI 中配置,Defines the quality in which ScreenPercentage and WindowedFullscreen scales the 3d rendering.\n,ECVF_Scalability | ECVF_RenderThreadSafe
r.ViewDistanceScale,CVar,float,1.0f,r,通用,All,true,false,false,true,true,ViewDistanceQuality@0;ViewDistanceQuality@1;ViewDistanceQuality@2;ViewDistanceQuality@3;ViewDistanceQuality@Cine,`r.ViewDistanceScale=<值>` / `r.ViewDistanceScale <值>` 或 INI 中配置,,ECVF_Scalability | ECVF_RenderThreadSafe
r.VolumetricFog,CVar,string,,r,后处理,All,true,false,false,true,true,ShadowQuality@0;ShadowQuality@1;ShadowQuality@2;ShadowQuality@3;ShadowQuality@Cine,`r.VolumetricFog=<值>` / `r.VolumetricFog <值>` 或 INI 中配置,Whether to allow the volumetric fog feature.,ECVF_Scalability | ECVF_RenderThreadSafe
r.VolumetricFog.GridPixelSize,CVar,string,,r,后处理,All,true,false,false,true,true,ShadowQuality@2;ShadowQuality@3;ShadowQuality@Cine,`r.VolumetricFog.GridPixelSize=<值>` / `r.VolumetricFog.GridPixelSize <值>` 或 INI 中配置,"XY Size of a cell in the voxel grid, in pixels.",ECVF_Scalability | ECVF_RenderThreadSafe
r.VolumetricFog.GridSizeZ,CVar,string,,r,后处理,All,true,false,false,true,true,ShadowQuality@2;ShadowQuality@3;ShadowQuality@Cine,`r.VolumetricFog.GridSizeZ=<值>` / `r.VolumetricFog.GridSizeZ <值>` 或 INI 中配置,How many Volumetric Fog cells to use in z.,ECVF_Scalability | ECVF_RenderThreadSafe
r.VolumetricFog.HistoryMissSupersampleCount,CVar,string,,r,后处理,All,true,false,false,true,true,ShadowQuality@2;ShadowQuality@3;ShadowQuality@Cine,`r.VolumetricFog.HistoryMissSupersampleCount=<值>` / `r.VolumetricFog.HistoryMissSupersampleCount <值>` 或 INI 中配置,Number of lighting samples to compute for voxels whose history value is not available.\n,ECVF_Scalability | ECVF_RenderThreadSafe
r.VT.MaxAnisotropy,CVar,int32,8,r,通用,All,true,false,false,true,true,TextureQuality@0;TextureQuality@1;TextureQuality@2;TextureQuality@3;TextureQuality@Cine,`r.VT.MaxAnisotropy=<值>` / `r.VT.MaxAnisotropy <值>` 或 INI 中配置,MaxAnisotropy setting for Virtual Texture sampling.,ECVF_RenderThreadSafe | ECVF_Scalability
